ID bloco	Classificação Spider	Id enunciado	Base/paráfrase	Consulta em inglês	Statement em SQL gerado pelo humano	Consulta em português no domínio de declaração de viagem internacional	Consulta em inglês no domínio de declaração de viagem internacional	Domínio/valor/genérica	Comentários	Statement em SQL gerado pelo humano no domínio de declaração de viagem internacional	Statement em SQL gerado pelo humano no domínio de declaração de viagem internacional (português)	Revisão do SQL (Sara)	Revisado_1	Classificação nível eventos/casos	Classificação projeção	Classificação filtro	Classificação geral	relevância	wh-question	Revisão_1-Thais	Ambiguo	Comentário
97	medium	785	paráfrase	(fazer inglês)		Requisições de pagamento foram registradas entre '2017-05-01' e '2017-05-10' para quais declarações?	Payment requests were registered between '2017-05-01' and '2017-05-10' for which declarations?	Domínio			 											
97	medium	786	paráfrase	Which problems were in progress between '2012-05-01' and '2012-05-10'?	select distinct idcase from log6_excerpt29 where activity = 'In Progress' and startdatetime between '2012-05-01' and '2012-05-02'	Para quais declarações a requisição de pagamento foi feita entre 1 e 10 de maio de 2017?	For which declarations was the payment request made between May 1 and 10, 2017?	Domínio			 											
																						
98	medium	787	base	 	 	Quantos recursos trabalharam em cada caso?	How many resources worked on each case?	Genérica		SELECT idcase, count(distinct resource) FROM events_log group by idcase	SELECT idcase, count(distinct resource) FROM events_log group by idcase	ok	S	casos	casos;agregado	nenhum	estatística descritiva sobre recurso	3	how	S	N	
98	medium	788	paráfrase	How many ids of 'resources' are there for each 'idcase'?	SELECT idcase, count(distinct resource) as num_resources_id FROM public.log3_excerpt15 group by 1;	Quantos identificadores de 'recursos' existem para cada identificador de 'caso'?	How many 'resource' identifiers are there for each 'case' identifier?	Genérica														
98	medium	789	paráfrase			Informe quantos recursos foram necessários para a execução de cada caso.	Report how many resources were needed to execute each case.	Genérica														
98	medium	790	paráfrase			Informe a quantidade de recursos associados a cada um dos casos.	Report the number of resources associated with each case.	Genérica														
98	medium	791	paráfrase			Quantos recursos atuaram em cada instância de processos?	How many resources worked on each process instance?	Genérica														
98	medium	792	paráfrase			Recupere a informação sobre a quantidade de recursos que trabalharam na execução de cada instância de processo.	Retrieve information about the number of resources that worked on executing each process instance.	Genérica														
98	medium	793	paráfrase			Qual foi a quantidade de recursos necessária para a execução de cada caso?	How many resources were needed to execute each case?	Genérica														
98	medium	794	paráfrase	(fazer inglês)	 	Quantos funcionários foram necessários para processar cada uma das declarações?	How many employees were needed to process each of the declarations?	Domínio														
																						
99	easy	795	base	Which problems were fully handle by Niklas?	SELECT DISTINCT idcase FROM log5_excerpt21 WHERE resource = 'Niklas' AND idcase <> ALL (SELECT idcase FROM log5_excerpt21 WHERE resource <> 'Niklas')	Quais casos foram inteiramente tratados por Christopher?	Which cases were entirely handled by Christopher?	Valor		SELECT idcase from events_log group by idcase HAVING COUNT(DISTINCT resource) = 1 AND resource = 'Christopher'	SELECT idcase from events_log group by idcase HAVING COUNT(DISTINCT resource) = 1 AND resource = 'Christopher'	ok	S	casos	casos	recurso	perspectiva de recurso	3	which	S	N	parecida com a 2734
99	easy	796	paráfrase	 	fiquei confusa, funciona e está retornando o resultado correto?	Quais casos foram totalmente tratados por Christopher?	Which cases were fully handled by Christopher?	Valor														
99	easy	797	paráfrase			Quais instâncias de processos foram inteiramente de responsabilidade de Christopher?	Which instances of processes were entirely Christopher's responsibility?	Valor														
99	easy	798	paráfrase			Em quais casos o recurso Christopher atuou sendo o responsável pela execução de todas as atividades?	In which cases did the Christopher resource act and was responsible for carrying out all activities?	Valor														
99	easy	799	paráfrase			Informe em quais casos o recurso Christopher atuou como o único responsável.	Report the cases in which the Christopher resource acted as the sole responsible party.	Valor														
99	easy	800	paráfrase			Quais instâncias de processo foram inteiramente tratadas pelo colaborador Christopher?	Which process instances were entirely handled by the collaborator Christopher?	Valor														
99	easy	801	paráfrase			Quais instâncias de processo foram totalmente tratadas pelo funcionário Christopher?	Which process instances were fully handled by the employee Christopher?	Valor														
99	easy	802	paráfrase	(fazer inglês)	 	Quais declarações foram de interia responsabilidade do funcionário Christopher?	Which declarations were the sole responsibility of the employee Christopher?	Domínio			 											
																						
100	easy	803	base	 	fazer	Quais casos foram inteiramente tratados pelo mesmo recurso?	Which cases were entirely handled by the same resource?	Genérica		SELECT idcase from events_log group by idcase HAVING COUNT(DISTINCT resource) = 1	SELECT idcase from events_log group by idcase HAVING COUNT(DISTINCT resource) = 1	ok	S	casos	casos	outro	perspectiva de recurso	3	which	S	N	similar a 2734
100	easy	804	paráfrase			Quais instâncias de processo foram totalmente tratadas pelo mesmo recurso?	Which process instances were entirely handled by the same resource?	Genérica														
100	easy	805	paráfrase			Quais casos foram totalmente tratados por um único recurso?	Which cases were fully handled by a single resource?	Genérica														
100	easy	806	paráfrase			Liste os casos em que todas as atividades foram executadas por um mesmo recurso.	List the cases in which all activities were performed by the same resource.	Genérica														
100	easy	807	paráfrase			Liste os casos em que todos os eventos foram associados a um mesmo recurso.	List the cases in which all events were associated with the same resource.	Genérica														
100	easy	808	paráfrase			Quais instâncias de processo foram inteiramente de responsabilidade de um mesmo colaborador?	Which process instances were entirely the responsibility of the same collaborator?	Genérica														
100	easy	809	paráfrase			Informe quais instâncias de processo foram executadas por um mesmo funcionário.	Report which process instances were performed by the same employee.	Genérica														
100	easy	810	paráfrase	(fazer inglês)	 	Faça uma lista de todas as declarações que foram de responsabilidade de apenas um funcionário.	Make a list of all declarations that were the responsibility of just one employee.	Domínio			 											
																						
101	no_hardness	811	base	 	 	Quais casos registraram múltiplos eventos em um dia?	Which cases recorded multiple events in one day?	Genérica		SELECT DISTINCT(idcase) FROM (SELECT idcase, strftime('%Y-%m-%d', timestamp) as event_date, COUNT(*) as event_count FROM events_log GROUP BY idcase, event_date HAVING event_count > 1)	SELECT DISTINCT(idcase) FROM (SELECT idcase, strftime('%Y-%m-%d', timestamp) as event_date, COUNT(*) as event_count FROM events_log GROUP BY idcase, event_date HAVING event_count > 1)	ok	S	casos	casos	timestamp;agregado	perspectiva de fluxo de controle	3	which	S	N	Avaliar como tratar essas questões de datas nas consultas
101	no_hardness	812	paráfrase			Quais casos registraram mais de um evento em um dia?	Which cases recorded more than one event in one day?	Genérica														Como assim, vc quer dizer como verificar se um modelo deu um resposta correta mesmo mudando o jeito de tratar as datas?
101	no_hardness	813	paráfrase			Recupere todos os casos que passaram por mais de um registro de evento em um dia.	Retrieve all cases that went through more than one event record in a day.	Genérica														
101	no_hardness	814	paráfrase			Informe os casos que estão associados a múltiplos eventos em um dia?	Report cases that are associated with multiple events in one day.	Genérica														
101	no_hardness	815	paráfrase			Liste os casos para os quais foram registrados mais de um evento em um mesmo dia.	List the cases for which more than one event was recorded on the same day.	Genérica														
101	no_hardness	816	paráfrase	(fazer inglês)	 	Lista as declarações que passaram por mais de uma intervenção em um mesmo dia.	List the declarations that went through more than one intervention on the same day.	Domínio			 											
101	no_hardness	817	paráfrase	Which 'idcases' registered multiple 'events' in one day?	SELECT idcase, enddatetime, count(idevent) as n_events FROM public.log7_excerpt35 group by 1,2 HAVING COUNT(3) > 1	Quais declarações sofreram múltiplas intervenções em um único dia?	Which declarations went through multiple interventions in a single day?	Domínio														
																						
102	no_hardness	818	base			Quantos eventos de custo nulo estão associados a cada recurso em cada caso?	How many zero-cost events are associated with each resource in each case?	Genérica		select idcase, resource, count(*) FROM events_log WHERE cost IS NULL GROUP BY idcase, resource	select idcase, resource, count(*) FROM events_log WHERE cost IS NULL GROUP BY idcase, resource	ok	S	casos	recursos;casos;agregado	custo	estatística descritiva sobre custo	3	how	S	N	
102	no_hardness	819	paráfrase	 	 	Para cada caso, existem quantos eventos de custo nulo associados a cada recurso?	For each case, how many zero-cost events are there associated with each resource?	Genérica		select idcase, resource, count(*) FROM events_log WHERE cost = 'null' GROUP BY idcase, resource												
102	no_hardness	820	paráfrase			Quantos eventos de custo nulo existem para cada caso, associados a cada recurso?	How many zero-cost events are there for each case, associated with each resource?	Genérica														
102	no_hardness	821	paráfrase			Para cada instância de processos, quantos eventos de custo nulo existem associados a cada recurso?	For each process instance, how many zero-cost events are there associated with each resource?	Genérica														
102	no_hardness	822	paráfrase			Liste quantos eventos de custo nulo estão associados a cada recurso em cada uma das instâncias de processo.	List how many zero-cost events are associated with each resource in each of the process instances.	Genérica														
102	no_hardness	823	paráfrase			Informe quantos eventos de custo nulo existem associados a cada colaborador em cada uma das instâncias de processo registradas no log.	Report how many zero-cost events there are associated with each employee in each of the process instances recorded in the log.	Genérica														
102	no_hardness	824	paráfrase	(fazer inglês)	 	Faça um relatório informando quantas intervenções de cada funcionário não implicaram em custos no processamento das declarações.	Make a report stating how many interventions by each employee did not result in costs in the processing of declarations.	Domínio			 											
102	no_hardness	825	paráfrase	For each case, how many null-cost events are there in each resource?	SELECT idcase, resource, COUNT(case when costevent is NULL then 1 end) FROM public.log7_excerpt35 group by 1,2	Quantas intervenções, por funcionário, não acarretaram custos durante o processamento das declarações?	How many interventions, per employee, did not involve costs during the processing of declarations?	Domínio														
																						
103	easy	826	base	 	 	Quais eventos estão associados à atividade 'permissão rejeitada pelo diretor'?	What events are associated with the 'permit rejected by director' activity?	Valor		select * from events_log where activity = 'Permit rejected by director'	select * from events_log where activity = 'Permissão rejeitada pelo diretor'	?	S	eventos	eventos	atividade	perspectiva de fluxo de controle	2	which	S	N	Só tem um mesmo???
103	easy	827	paráfrase			Quais são os eventos associados à atvidade 'permissão rejeitada pelo diretor'?	What are the events associated with the 'permit rejected by director' activity?	Valor				retorna apenas um registro										
103	easy	828	paráfrase			Liste os eventos associados à atividade 'permissão rejeitada pelo diretor'.	List the events associated with the 'permit rejected by director' activity.	Valor														
103	easy	829	paráfrase			Informe os eventos referentes à execução da atividade 'permissão rejeitada pelo diretor'.	Report the events related to the performance of the 'permit rejected by the director' activity.	Valor														
103	easy	830	paráfrase			Recupere todos os eventos que dizem respeito à execução da atividade 'permissão rejeitada pelo diretor'.	Retrieve all events that concern the performance of the 'permit rejected by director' activity.	Valor														
103	easy	831	paráfrase			Quais são os eventos decorrentes da execução da atividade 'permissão rejeitada pelo diretor'?	What are the events arising from the performance of the 'permit rejected by director' activity?	Valor														
103	easy	832	paráfrase	(fazer inglês)	 	Quais são as intervenções registradas no processamento das declarações que diz respeito a permissão rejeitada por um diretor.	What are the interventions recorded in the processing of declarations regarding permit rejected by a director?	Domínio			 											
103	easy	833	paráfrase	Which events have 'remetido' on description activity?	SELECT idevent, activity FROM public.log2_excerpt10 where activity like '%Remetido%'	Quais são as intervenções de um diretor rejeitando uma permissão?	What are the interventions of a director rejecting a permit?	Domínio														
																						
104	no_hardness	834	base	 	 	Qual é o custo total dos eventos por dia?	What is the total cost of events per day?	Genérica		select strftime('%Y-%m-%d', timestamp), sum(cost) from events_log group by strftime('%Y-%m-%d', timestamp)	select strftime('%Y-%m-%d', timestamp), sum(cost) from events_log group by strftime('%Y-%m-%d', timestamp)	ok	S	eventos	custo	agregado	estatística descritiva de custo; perspectiva temporal	2	what	S	S	O que seria um evento finalizado ao dia?
104	no_hardness	835	paráfrase	What is the total cost of all finished events per day?	SELECT enddatetime , count(idevent) events, sum(costevent) total_cost FROM public.log2_excerpt10 group by 1 order by 1, 2	Qual o custo total de todos os eventos ocorridos por dia?	What is the total cost of all events occurred per day?	Genérica														Sabe que não sei??!! Acho que faz mais sentido dizer "eventos ocorridos (ou executados) por dia" ou simplesmente custo dos eventos por dia .... Acho que podemos arrumar no português e no inglês.
104	no_hardness	836	paráfrase			Informe o custo total de todos os eventos ocorridos por dia.	Report the total cost of all events occurred per day.	Genérica														ajustado para ocorrido
104	no_hardness	837	paráfrase			Liste para cada dia, o custo total dos eventos ocorridos naquele dia.	List for each day, the total cost of the events occurred that day.	Genérica														
104	no_hardness	838	paráfrase			Para cada dia, calcule o custo total dos eventos ocorridos naquele dia.	For each day, calculate the total cost of events occurred that day.	Genérica														
104	no_hardness	839	paráfrase			Recupere a soma dos custos de todos os eventos ocorridos a cada dia.	Recover the sum of the costs of all events occurred each day.	Genérica														
104	no_hardness	840	paráfrase			Calcule a soma dos eventos por cada dia registrado no log de eventos.	Calculate the sum of events for each day recorded in the event log.	Genérica														
104	no_hardness	841	paráfrase	(fazer inglês)	 	Qual é o custo total do processo de tratamento das declarações a cada dia?	What is the total cost of the declaration handling process each day?	Domínio														
																						
105	no_hardness	842	base			Quais atividades tem custo maior do que 1000 e foram executadas sob a responsabilidade de um supervisor ou de um diretor?	Which activities cost more than 1000 and were carried out under the responsibility of a supervisor or director?	Domínio		SELECT DISTINCT activity FROM events_log WHERE (activity LIKE '%supervisor%' OR activity LIKE '%director%' ) AND cost >= 1000	SELECT DISTINCT activity FROM events_log WHERE (activity LIKE '%supervisor%' OR activity LIKE '%diretor%' ) AND cost >= 1000	?	S	eventos	atividades	atividade;custo	perspectiva de custo;perspectiva de recurso	2	which	S	N	Nesse caso, talvez necessite ajustar para eventos o enunciado. A declaração SQL precisa ter os parênteses no lugar correto
105	no_hardness	843	paráfrase	 	 	Das atividades que precisam de supervisor ou diretor, quais são as de execução com custo maior que 1000?	Of the activities that require a supervisor or director, which ones cost more than 1000?	Domínio														Acho que o certo seria retornar só o nome da atividade e ainda com um distinct.
105	no_hardness	844	paráfrase			Informe quais atividades tem custo maior que 1000 e que necessitam de um supervisor ou um diretor associado à sua execução.	Report which activities cost more than 1000 and require a supervisor or director associated with their performance.	Domínio														
105	no_hardness	845	paráfrase			Liste as atividades associadas a supervisores ou diretores e cuja execução custou mais do que 1000?	List the activities associated with supervisors or directors and whose performance cost more than 1000.	Domínio														
105	no_hardness	846	paráfrase	(fazer inglês)	 	Quais as ações que tem custo maior que 1000 e necessitam de um supervisor ou de um diretor?	Which actions have a cost greater than 1000 and require a supervisor or director?	Domínio			 											
105	no_hardness	847	paráfrase	Which activities require a supervisor or director and have an event cost greater than 50?	select * from public.log8_excerpt36 where activity like '%SUPERVISOR%' or activity like '%DIRECTOR%' union select * from public.log8_excerpt36 where costevent >= 50	Das atividades que necessitam de supervisor ou diretor, quais são as de execução com custo maior que 1000?	Of the activities that require a supervisor or director, which ones cost more than 1000?	Domínio														
																						
106	medium	848	base	What is the number of cases per event?	SELECT count ((idevent)), idcase FROM public.log5_excerpt24 where idcase = idcase group by idcase	Qual é a quantidade de eventos por caso?	What is the number of events per case?	Genérica		SELECT count (*), idcase FROM events_log group by idcase	SELECT count (*), idcase FROM events_log group by idcase	ok	S	casos	casos;agregado	nenhum	estatística descritiva de fluxo de controle	3	how	S	N	
106	medium	849	paráfrase	 	 	Qual é a quantidade de eventos por caso?	What is the amount of events per case?	Genérica														
106	medium	850	paráfrase			Quantos eventos foram executados em cada caso?	How many events were performed in each case?	Genérica														
106	medium	851	paráfrase			Qual é o tamanho de cada caso em termos de quantidade de eventos?	How big is each case in terms of number of events?	Genérica														
106	medium	852	paráfrase			Liste a quantidade de eventos associados a cada caso.	List the number of events associated with each case.	Genérica														
106	medium	853	paráfrase			Recupere quantos eventos foram executados em cada instância de processo.	Retrieve how many events were performed in each process instance.	Genérica														
106	medium	854	paráfrase	(fazer inglês)	 	Quantas intervenções foram realizadas no processamento de cada declaração?	How many interventions were carried out in the processing of each declaration?	Domínio														
																						
107	medium	855	base	 	 	Quantas tarefas foram atribuídas a cada recurso?	How many tasks were assigned to each resource?	Genérica		SELECT COUNT(*), resource FROM events_log GROUP BY resource	SELECT COUNT(*), resource FROM events_log GROUP BY resource	?	S	eventos	recursos;agregado	nenhum	estatística descritiva sobre recurso	3	how	S		Similar a 2669, 2674 e nova consulta da 2676
107	medium	856	paráfrase	How many tasks were assigned per resource?	SELECT count ((idevent)), resource FROM public.log5_excerpt24 where resource = resource group by resource;	Quantas tarefas foram atribuídas por recurso?	How many tasks were assigned per resource?	Genérica														Aqui tb não seria uma contagem em cima de um distinct?
107	medium	857	paráfrase			Quantas atividades foram executadas por recurso?	How many activities were performed per resource?	Genérica														
107	medium	858	paráfrase			Qual a quantidade de atividades associadas a cada um dos recursos?	How many activities were associated with each resource?	Genérica														
107	medium	859	paráfrase			Informe o número de atividades associadas a cada recurso presente no log de eventos.	Report the number of activities associated with each resource present in the event log.	Genérica														
107	medium	860	paráfrase			Para cada recurso, liste a quantidade de tarefas associadas a ele.	For each resource, list the number of tasks associated with it.	Genérica														
107	medium	861	paráfrase	(fazer inglês)	 	Quantas ações foram determinadas para cada um dos funcionários executarem?	How many actions were determined for each employee to perform?	Domínio														
																						
108	medium	862	base	Which cases have Alice been assigned to solve and how many tasks is she involved in per case?	SELECT count ((idcase)), resource, idcase FROM public.log6_excerpt29 where idcase = idcase and resource = 'Alice' group by resource, idcase order by count ((idcase)) desc	Quais casos foram atribuídos para Alexis solucionar e em quantas atividades ela está envolvida por caso?	What cases were assigned to Alexis to solve and how many activities is she involved in per case?	Valor		SELECT idcase, count(*) FROM events_log where resource = 'Alexis' GROUP by idcase	SELECT idcase, count(*) FROM events_log where resource = 'Alexis' GROUP by idcase	ok	S	casos	casos;agregado	recurso;agregado	estatística descritiva de recurso	2	how	S	N	
108	medium	863	paráfrase	 	 	Em quais casos existem atividades atribuídas para Alexis e em quantas atividades ela está envolvida em cada um desses casos?	In which cases are there activities assigned to Alexis and how many activities is she involved in in each of these cases?	Valor														
108	medium	864	paráfrase			Em quais casos a Alexis trabalhou e, para cada caso, informe quantas atividades foram associadas a ela em cada um deles.	Which cases did Alexis work on and, for each case, report how many activities were associated with her in each case.	Valor														
108	medium	865	paráfrase			Informe em quais casos a Alexis trabalhou e também quantas atividades foram associadas a ela em cada um deles.	Report which cases Alexis worked on and also how many activities were associated with her in each of them.	Valor														
108	medium	866	paráfrase			Liste o identificador dos casos nos quais aparece a Alexis como recurso e informe em quantas atividades destes casos ela atuou.	List the identifier of the cases in which Alexis appears as a resource and report how many activities she worked on in these cases.	Valor														
108	medium	867	paráfrase			Quantas atividades foram atribuídas à Alexis em cada um dos casos nos quais ela atuou e quais são esses casos?	How many activities were assigned to Alexis in each of the cases in which she worked and what were these cases?	Valor														
108	medium	868	paráfrase			Quantas tarefas foram associadas à Alexis em cada uma das instâncias de processos em que ela atuou e quantas são essas instãncias?	What tasks were associated with Alexis in each of the process instances in which she worked and what are these instances?	Valor														
108	medium	869	paráfrase	(fazer inglês)	 	A colaboradora Alexis trabalhou em quais declarações e em quantas ações elas se envolveu em cada declaração desse conjunto de declarações?	The collaborator Alexis worked on which declarations and how many actions did she engage in for each declaration in this set of declarations?	Domínio														
																						
109	no_hardness	870	base	 	 	Quantos casos passaram pela atividade 'permissão final aprovada pelo supervisor' antes de passar pela atividade 'início da viagem'?	How many cases went through the 'permit final approved by supervisor' activity before going through the 'start trip' activity?	Valor		SELECT count(DISTINCT e1.idcase) FROM events_log e1 INNER JOIN events_log e2 ON e1.idcase = e2.idcase WHERE e1.activity = 'Permit final approved by supervisor' AND e2.activity = 'Start trip' AND e1.timestamp < e2.timestamp	SELECT count(DISTINCT e1.idcase) FROM events_log e1 INNER JOIN events_log e2 ON e1.idcase = e2.idcase WHERE e1.activity = 'Permissão final aprovada pelo supervisor' AND e2.activity = 'Início da viagem' AND e1.timestamp < e2.timestamp	ok	S	casos	agregado	atividade;timestamp	estatística descritiva sobre fluxo;conformidade	4	how	S	N	
109	no_hardness	871	paráfrase			Em quantos casos a atividade 'permissão final aprovada pelo supervisor' ocorreu antes da atividade 'início da viagem'?	In how many cases did the 'permit final approved by supervisor' activity occur before the 'start trip' activity?	Valor														
109	no_hardness	872	paráfrase			Em quantos casos a atividade 'início da viagem' segue a atividade 'permissão final aprovada pelo supervisor' eventualmente?	In how many cases does the 'start trip' activity eventually follow the 'permit final approved by supervisor' activity?	Valor														
109	no_hardness	873	paráfrase			Em quantas instâncias de processos um evento referente à atividade 'permissão final aprovada pelo supervisor' ocorre antes do evento referente à atividade 'início da viagem'?	In how many process instances does an event relating to the 'permit final approved by supervisor' activity occur before the event relating to the 'start trip' activity?	Valor														
109	no_hardness	874	paráfrase			Em quantos casos a atividade 'início da viagem' ocorre depois da ocorrência da atividade 'permissão final aprovada pelo supervisor'?	In how many cases does the 'start trip' activity occur after the 'permit final approved by supervisor' activity occurs?	Valor														
109	no_hardness	875	paráfrase			Informe a quantidade de declarações em que o início da viagem ocorre depois da permissão com aprovação final do supervisor.	Report the number of declarations in which the start of the trip occurs after the permit with final approval from the supervisor.	Domínio														
109	no_hardness	876	paráfrase	(fazer inglês)	 	Em quantas declarações o registro de permissão com aprovação final do supervisor aparece antes do registro do início da viagem?	In how many declarations does the permit with final approval from the supervisor record appear before the start of the trip record?	Domínio														
109	no_hardness	877	paráfrase	How many requests were allowed with final supervisor approval prior to commencing the trip?	SELECT count(DISTINCT *) FROM log8_excerpt39 act1 INNER JOIN log8_excerpt39 act2 ON act1.idcase = act2.idcase WHERE act1.activity = 'Permit FINAL_APPROVED by SUPERVISOR' AND act2.activity = 'Start trip' AND act1.enddatetime < act2.enddatetime	Quantas declarações tiveram permissão com aprovação final do supervisor antes do início da viagem?	How many declarations were allowed with final approval from the supervisor before the start of the trip?	Domínio														
																						
110	medium	878	base	 	 	Quais eventos associados à atividade 'fim da viagem' não ocorreram no dia 12 de dezembro de 2017?	Which events associated with the 'end trip' activity did not occur on December 12, 2017?	Valor		select * from events_log where activity = 'End trip' and strftime('%Y-%m-%d', timestamp) !=  '2017-12-12'	select * from events_log where activity = 'Fim da viagem' and strftime('%Y-%m-%d', timestamp) !=  '2017-12-12'	ok	S	eventos	eventos;agregado	atividade;timestamp	perspectiva temporal;perspectiva de fluxo de controle	3	which	S	N	
110	medium	879	paráfrase			Quais eventos associados à atividade 'fim da viagem' ocorreram antes ou depois do dia 12 de dezembro de 2017?	What events associated with the 'end trip' activity occurred before or after December 12, 2017?	Valor														
110	medium	880	paráfrase			Liste os eventos relacionados à execução da atividade 'fim da viagem' que ocorreram antes ou depois do dia 12 de dezembro de 2017.	List the event related to the performance of the 'end trip' activity that occurred before or after December 12, 2017.	Valor														
110	medium	881	paráfrase			Liste os eventos relacionados à execução da atividade 'fim da viagem' considerando apenas aqueles que ocorreram antes ou depois do dia 12 de dezembro de 2017.	List the event related to the performance of the 'end trip' activity, considering only those that occurred before or after December 12, 2017.	Valor														
110	medium	882	paráfrase			Liste os eventos que não ocorreram no dia 12 de dezembro de 2017 e que são decorrentes da execução da atividade 'fim da viagem'.	List the events that did not occur on December 12, 2017 and that are a result of the performance of the 'end trip' activity.	Valor														
110	medium	883	paráfrase	What events were closed except for the 10th of May?	select * from public.log4_excerpt19 where activity like 'Closed' intersect select * from public.log4_excerpt19 where startdatetime != ('2012-05-10')	Quais eventos associados à atividade 'fim da viagem' não aconteceram no dia 12 de dezembro de 2017?	What events associated with the 'end trip' activity did not take place on December 12, 2017?	Valor														
110	medium	884	paráfrase	(fazer inglês)	 	Quantas ações indicando fim de uma viagem não foram registradas no dia doze de dezembro de dois mil e dezessete.	How many actions indicating the end of a trip were not recorded on the twelfth of December, twenty seventeen?	Domínio														
																						
111	medium	885	base			Em quantos eventos cada recurso atuou?	How many events did each resource act on?	Genérica		SELECT count (*), resource FROM events_log group by resource	SELECT count (*), resource FROM events_log group by resource	ok	S	eventos	recursos;agregado	nenhum	estatística descritiva spbre recurso	3	how	S	N	Similar a 2669, 2674, nova consulta da 2676 e 2806
111	medium	886	paráfrase			Em quantos eventos cada recurso trabalhou?	How many events did each resource work on?	Genérica														
111	medium	887	paráfrase			Quantos eventos foram associados a cada recurso?	How many events were associated with each resource?	Genérica														
111	medium	888	paráfrase	 	 	Em quantas execuções de atividades cada responsável atuou?	How many activities did each person responsible perform?	Domínio														
111	medium	889	paráfrase			Em quantos eventos cada responsável atuou?	How many events did each person in charge act in?	Domínio														
111	medium	890	paráfrase	(fazer inglês)		Qual é o número de vezes que cada pessoa responsável atuou no processamento de declarações?	How many times did each responsible person act in processing declarations?	Domínio														
111	medium	891	paráfrase	How many events and activities were carried out by each person responsible in the resource?	select resource, count(idevent) n_events, count(activity) n_activities from public.log4_excerpt19 group by 1	Quantas ações ficaram sob responsabilidade de cada pessoa atuante no processo de declarações de viagens?	How many actions were the responsibility of each person involved in the trip declaration process?	Domínio														
																						
112	medium	892	base			Em quantas atividades cada recurso já atuou?	In how many activities has each resource already acted?	Genérica		SELECT resource, activity, count (*) FROM events_log group by resource, activity	SELECT resource, activity, count (*) FROM events_log group by resource, activity	ok	S	eventos	recursos;atividades;agregado	nenhum	perspectiva de recurso;perspectiva de fluxo de controle	3	how	S	S	
112	medium	893	paráfrase			Em quantas atividades cada recurso já trabalhou?	In how many activities has each resource worked?	Genérica														
112	medium	894	paráfrase			Quantas atividades foram associadas a cada um dos recursos?	How many activities were associated with each of the resources?	Genérica														
112	medium	895	paráfrase			Liste a quantidade de atividades que já foram associadas a cada um dos recursos.	List the number of activities that have already been associated with each of the resources.	Genérica														
112	medium	896	paráfrase			Para cada recurso, informe a quantidade de atividades que já foram associadas a ele.	For each resource, report the number of activities that have already been associated with it.	Genérica														
112	medium	897	paráfrase	(fazer inglês)		Em quais tipos de ações cada um dos colaboradores já atuou?	What types of actions has each employee already acted in?	Domínio														
																						
113	hard	898	base			Em quais atividades o recurso Virginia ainda não atuou?	In which activities has the Virginia resource not yet acted?	Valor		SELECT activity FROM events_log where resource != 'Virginia' EXCEPT SELECT activity FROM events_log where resource = 'Virginia'	SELECT activity FROM events_log where resource != 'Virginia' EXCEPT SELECT activity FROM events_log where resource = 'Virginia'	ok	S	eventos	atividades	recurso	perspectiva de recurso;perspectiva de fluxo de controle	2	what	S	N	
113	hard	899	paráfrase			Liste o rótulo das atividades em que o recurso Virginia ainda não atuou.	List the label of activities that the Virginia resource has not yet acted on.	Valor														
113	hard	900	paráfrase			Quais são as atividades que a Virginia ainda não foi associada?	What are the activities that Virginia has not yet been associated with?	Valor														
113	hard	901	paráfrase			Para quais atividades ainda não há registro de atuação da funcionária Virginia?	For which activities is there still no record of employee Virginia’s activities?	Valor														
113	hard	902	paráfrase			Recupere o rótulo das atividades que ainda não foram associadas à funcionária Virginia.	Retrieve the label of activities that have not yet been associated with the employee Virginia.	Valor														
113	hard	903	paráfrase	(fazer inglês)	 	Em quais ações a Virgínia ainda não tem experiência?	In which actions does Virginia not yet have experience?	Domínio														
																						
114	hard	904	base	 	 	Qual a média de custo dos casos que passaram pela atividade 'rejeitada'?	What is the average cost of cases that went through the 'rejected' activity?	Valor		SELECT AVG(cost) FROM events_log WHERE idcase IN (SELECT DISTINCT idcase FROM events_log where activity LIKE '%rejected%') 	SELECT AVG(cost) FROM events_log WHERE idcase IN (SELECT DISTINCT idcase FROM events_log where activity LIKE '%rejeitada%') 	ok	S	casos	casos;custo;agregado	atividade	estatística descritiva de custo;perspectiva de fluxo de controle	3	what	S	N	
114	hard	905	paráfrase			Calcule a média de custo dos casos que passaram pela atividade 'rejeitada'?	Calculate the average cost of cases that went through the 'rejected' activity.	Valor														
114	hard	906	paráfrase			Calcule a média de custo dos casos que incluem pelo menos uma ocorrência da atividade 'rejeitada'.	Calculate the average cost of cases that include at least one instance of the 'rejected' activity.	Valor														
114	hard	907	paráfrase			Informe qual é o custo médio dos casos que incluem pelo menos uma ocorrência da atividade 'rejeitada'.	Report the mean cost of cases that include at least one instance of the 'rejected' activity.	Valor														
114	hard	908	paráfrase			Filtre os casos que passaram pela atividade 'rejeitada' e então calcule a média de seus custos.	Filter the cases that went through the 'rejected' activity and then calculate the mean of their costs.	Valor														
114	hard	909	paráfrase	(fazer inglês)	 	Qual é o custo médio nos processos de declaração de viagens que tiveram rejeição?	What is the mean cost in travel declaration processes that were rejected?	Domínio														
